14,23
45,7
27,7
14,19
24,3
31,0
24,0
14,19
20,42
14,3
34,34
20,20
16,13
14,38
31,17
58,24
20,21
52,7
10,24
23,38
52,13
10,32
23,10
17,3
23,7
36,14
24,43
27,20
28,34
28,17
7,16
28,10
24,13
20,29
35,17
27,33
34,3
14,47
24,24
40,38
23,14
14,29
10,13
7,28
10,41
44,10
24,10
10,20
41,10
37,10
17,16
27,17
56,7
7,14
21,10
21,20
24,19
33,20
7,44
45,14
17,17
0,17
24,0
13,34
24,7
35,7
13,10
14,31
10,10
20,17
35,17
17,10
30,21
10,56
56,3
13,20
3,31
21,24
27,24
26,20
17,49
24,21
52,21
7,31
48,23
3,17
28,3
23,33
13,27
24,17
24,17
37,10
10,17
10,10
17,20
24,14
0,29
17,20
38,23
24,23
16,6
21,13
7,19
27,21
14,3
30,30
27,7
34,16
55,14
31,32
30,9
19,41
30,31
14,3
3,17
20,14
13,6
20,42
27,27
21,6
16,27
30,13
7,20
34,35
26,14
14,41
10,31
7,23
23,6
20,17
14,20
16,28
24,32
6,3
72,41
28,28
21,16
14,3
49,40
31,17
17,7
20,7
22,28
23,3
13,20
27,23
10,14
16,10
31,34
16,28
14,38
18,19
28,47
28,10
33,21
42,27
41,14
38,28
10,38
33,57
38,21
41,28
23,27
29,28
7,17
17,27
14,30
28,37
7,31
27,34
35,10
26,21
20,25
28,14
20,17
51,0
38,31
3,20
14,21
17,17
35,21
21,27
13,27
35,7
35,24
41,13
20,37
39,3
0,23
38,24
24,38
31,14
13,10
0,24
10,30
6,38
14,28
13,3
38,7
41,7
17,37
13,35
23,0
10,6
7,17
7,42
29,7
23,21
34,24
38,28
38,34
21,10
27,14
7,38
3,24
16,17
17,27
41,0
24,27
24,34
27,21
31,31
14,17
20,20
24,24
41,10
20,24
14,3
20,16
14,10
7,10
28,28
27,28
24,27
45,31
14,48
24,0
21,38
24,3
19,24
28,28
14,33
20,20
21,48
21,24
27,13
48,14
21,20
17,28
10,3
52,9
10,14
38,34
30,23
51,10
21,14
3,45
13,17
23,31
13,10
18,7
35,13
37,7
17,21
13,27
42,18
27,24
31,24
14,34
7,17
21,27
7,49
10,33
34,7
18,20
55,7
33,17
10,10
10,27
20,10
24,0
14,14
31,28
3,31
41,7
24,29
20,21
30,3
14,10
20,27
13,0
16,17
28,20
31,17
48,21
46,21
7,31
22,44
24,20
13,17
42,37
27,6
17,14
27,24
44,7
27,41
9,26
23,17
24,14
14,24
17,14
23,13
20,3
27,30
24,33
21,41
14,28
31,20
35,35
16,44
27,24
28,34
30,10
10,10
38,17
7,19
41,24
7,30
7,21
10,15
16,20
24,17
24,16
14,23
24,38
14,3
17,24
34,10
41,32
37,14
38,29
28,24
14,30
28,7
10,41
52,14
28,21
31,42
21,17
40,7
33,14
29,13
7,16
21,26
10,24
47,7
27,10
6,48
28,38
24,10
59,13
30,13
19,20
10,24
20,34
13,24
21,47
30,14
20,28
31,47
34,23
28,7
42,0
13,26
34,2
45,10
37,17
25,34
35,17
3,48
37,35
10,31
6,24
17,20
17,23
15,24
17,27
20,21
48,21
13,45
7,41
28,13
7,18
31,24
23,20
7,38
28,7
10,7
7,24
24,10
24,10
38,21
41,10
10,27
17,14
14,14
24,21
0,16
10,28
21,27
34,14
14,16
13,3
20,17
13,21
14,23
14,42
16,13
20,30
23,6
22,24
14,14
14,20
24,10
27,14
7,20
10,26
16,29
12,16
55,24
41,14
27,10
7,30
26,24
30,7
21,14
7,14
27,20
48,14
31,10
6,3
31,17
10,13
17,28
21,41
14,35
17,27
10,13
10,7
27,14
3,17
0,26
25,21
38,21
17,45
34,28
21,33
10,17
17,27
17,21
27,19
9,16
35,17
21,27
7,43
10,27
14,10
26,7
10,16
28,28
27,0
6,21
13,16
6,13
29,7
38,17
31,17
21,38
7,6
43,32
24,45
20,20
24,44
21,9
10,34
3,34
0,34
47,13
34,32
20,20
24,21
28,45
15,37
17,12
7,27
29,20
0,12
24,10
13,10
44,0
33,14
45,10
23,47
3,31
17,23
35,17
10,20
27,20
3,16
35,6
7,24
28,7
16,17
38,7
21,28
27,14
33,27
29,17
3,40
20,30
21,24
7,30
27,16
12,14
27,28
45,17
24,28
7,31
24,14
10,28
17,24
27,34
14,3
31,20
24,14
41,6
0,34
27,23
7,16
19,33
27,21
35,7
21,17
9,27
20,17
24,12
20,27
0,31
3,17
34,20
24,3
21,19
17,0
20,26
24,23
20,27
16,13
23,38
41,28
24,19
27,23
24,0
14,7
22,10
17,7
52,14
17,21
41,27
34,27
20,17
20,20
21,14
14,21
14,23
21,28
13,26
28,14
36,17
19,7
28,24
7,38
14,27
17,17
23,16
14,21
17,24
0,31
7,21
14,24
17,28
24,0
17,27
10,7
21,27
33,17
24,20
42,31
10,13
23,30
49,14
13,7
17,10
34,21
10,30
50,21
7,21
10,27
20,14
26,17
21,24
7,9
21,21
28,10
24,21
42,22
24,6
24,10
23,17
13,10
7,14
12,24
25,3
6,38
41,17
24,0
7,29
31,17
42,10
13,0
31,14
20,23
34,31
34,38
14,26
42,51
14,6
16,17
38,7
33,17
27,21
31,31
27,3
41,30
51,3
16,6
41,10
42,17
28,28
48,31
28,3
14,25
20,20
20,0
7,9
24,25
16,34
21,16
17,23
3,24
20,17
28,41
35,21
21,24
28,17
10,16
24,27
24,23
7,32
52,14
43,38
40,7
45,24
30,34
27,20
24,24
0,27
17,21
31,17
13,6
16,13
24,28
20,10
23,38
26,17
14,27
47,10
13,24
26,34
42,21
45,17
17,17
20,7
22,19
13,20
27,24
49,6
37,17
29,34
7,10
28,18
27,10
10,6
3,21
27,16
28,0
27,23
9,27
10,7
3,27
17,21
45,6
21,27
17,14
6,13
10,3
3,20
20,10
45,28
7,13
27,24
27,14
56,7
14,13
23,20
14,38
27,7
7,17
23,7
34,13
16,24
27,14
10,25
31,21
0,40
27,10
3,14
7,17
7,19
14,16
26,17
31,21
21,31
0,19
20,16
28,10
16,13
38,3
27,24
10,20
26,0
27,27
34,31
27,17
24,44
15,7
20,13
21,20
6,14
34,31
13,20
26,13
13,10
37,10
14,10
21,33
20,7
28,14
6,20
0,24
30,27
13,0
20,24
23,10
6,20
30,23
35,23
23,10
24,17
31,10
20,22
0,16
14,33
7,20
19,27
24,41
24,10
21,31
3,7
54,13
22,29
20,35
20,20
34,20
32,14
27,3
10,16
30,17
16,27
0,28
35,17
6,10
31,14
31,31
19,14
20,0
13,3
14,23
35,0
10,45
10,27
21,17
3,19
17,30
17,17
17,30
10,22
26,10
44,0
21,10
14,43
16,37
24,9
10,10
19,17
23,20
23,20
24,17
21,17
24,21
31,0
10,19
10,13
17,17
14,16
14,10
19,24
20,19
20,30
20,31
21,10
24,20
35,33
13,13
14,31
0,38
7,17
31,13
34,7
28,14
28,7
6,6
34,17
10,3
6,31
17,3
20,17
21,45
23,20
16,3
28,14
21,20
10,14
26,6
31,21
26,14
20,10
28,9
13,30
23,14
24,27
7,20
16,13
29,10
34,0
16,3
16,0
34,16
37,20
20,6
13,14
12,20
14,17
24,20
10,21
2,6
20,6
27,16
14,35
14,20
35,17
17,17
20,30
16,10
27,38
17,34
24,6
23,28
35,20
7,37
45,7
52,10
13,27
20,0
45,7
3,24
3,31
7,38
30,20
31,13
28,27
17,0
5,0
14,17
21,14
27,17
10,17
16,13
20,17
22,0
37,49
17,15
37,14
31,0
10,10
40,42
20,6
24,20
21,14
17,24
13,16
13,14
14,29
34,13
16,20
20,20
17,20
7,34
20,38
3,30
7,42
21,10
0,34
17,10
16,20
3,16
41,38
20,17
13,13
17,3
10,14
19,0
3,23
3,31
21,17
20,21
20,34
9,26
0,43
35,14
13,23
27,17
16,27
31,28
31,10
20,0
0,13
13,20
22,13
20,13
16,24
24,27
20,16
13,24
7,31
41,3
24,14
7,31
28,17
34,10
13,0
20,0
38,16
20,3
28,6
0,27
44,21
23,28
27,20
30,13
14,30
31,27
23,7
23,16
14,26
10,3
34,21
23,28
23,19
14,31
10,6
14,20
10,17
20,20
17,16
49,21
27,10
24,14
14,14
14,17
6,9
20,24
34,0
9,13
28,20
21,21
35,17
13,10
26,9
13,16
7,7
24,17
17,21
16,15
20,7
10,24
13,21
13,7
24,21
3,0
38,33
13,14
41,21
20,26
20,17
7,20
3,28
28,13
27,7
28,10
17,6
17,14
10,23
34,33
17,13
20,37
0,13
28,21
28,21
32,21
27,20
31,0
21,29
24,37
24,7
7,24
21,24
14,37
13,20
10,22
34,3
52,10
24,13
24,0
31,27
6,3
20,23
29,3
45,28
34,13
30,14
16,16
23,7
17,26
14,3
29,10
14,20
13,21
31,10
16,14
17,21
14,42
13,6
19,7
45,17
24,3
24,38
31,12
17,21
10,27
49,33
22,9
27,6
20,24
28,41
35,21
21,13
14,23
31,27
13,20
24,27
12,20
3,20
24,20
14,3
21,0
24,3
3,10
24,41
21,37
10,26
28,6
30,17
30,16
10,20
34,14
7,31
34,28
34,3
21,24
34,44
27,20
13,13
15,10
